,idandtype,productname,company,interest_type,deposit_type,highest_rate,deposit_limit,period,monthly_interest,preference,review_counts,average_rate
162,28DEPOSIT,좋은 엄마아빠 적금,woori,단리,자유적립,2.35,제한없음 ~ 30만원,12개월 고정,"
개월별 기본금리
12개월기본 1.85%우대 시 2.35%
","""아래 우대조건 중 2가지 이상 충족하는 경우 0.5%p 우대
1. 우리은행 첫 거래고객 (우리은행 고객등급 미보유 고객)
2. 아래 중 2가지 이상 충족하는 주거래 고객 (가입일이 1~9일인 경우 전전월, 10일~말일인 경우 전월 실적 기준)
가. 급여이체 또는 연금이체 실적 보유
나. 아파트관리비 또는 공과금 3건 이상 자동이체 출금 실적 보유
다. 우리 신용카드 또는 체크카드 대금 출금 실적 보유
3. 우리카드사 「좋은엄마아빠카드」 보유
4. 자녀 명의의 「어린이적금」 보유
※ 우대금리는 좋은엄마아빠카드 연계 캐시백을 이 적금으로 자동이체 적립한 금액에 대해서는 제공되지 않습니다.""
",0,
163,290DEPOSIT,자유적립예금,sbi_sb,단리,자유적립,1.5,제한없음 ~ 제한없음,6개월 ~ 24개월,"
개월별 기본금리
6개월기본 1.4%우대 시 1.5%12개월기본 2.2%우대 시 2.3%24개월기본 2.3%우대 시 2.4%
","인터넷 가입시 우대금리 0.1% 
",0,
164,291DEPOSIT,정기적금,sbi_sb,단리,정기적립,2.6,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.8%우대 시 2.6%12개월기본 2.2%우대 시 2.9%24개월기본 2.3%우대 시 2.9%36개월기본 2.3%우대 시 2.9%
",- 인터넷뱅킹(스마트뱅킹 포함)으로 가입 시 : 연 0.1%,2,4.0
165,292DEPOSIT,MMDA형 정기예금,kebhana,단리,자유적립,1.5,1만원 ~ 제한없음,12개월 고정,"
개월별 기본금리
12개월기본 1.5%우대 시 1.5%
",,0,
166,293DEPOSIT,빅팟(BIG POT) 정기예금(개인),kebhana,단리,자유적립,1.3,100만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.3%우대 시 1.3%12개월기본 1.4%우대 시 1.4%24개월기본 1.5%우대 시 1.5%36개월기본 1.6%우대 시 1.6%
",,0,
167,294DEPOSIT,빅팟(BIG POT) 정기예금(법인),kebhana,단리,자유적립,1.3,100만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.3%우대 시 1.3%12개월기본 1.4%우대 시 1.4%24개월기본 1.5%우대 시 1.5%36개월기본 1.6%우대 시 1.6%
",,0,
168,295DEPOSIT,원더풀 산타 적금,citi,단리,자유적립,3.0,1만원 ~ 300만원,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.2%우대 시 3%24개월기본 1.4%우대 시 3.3%36개월기본 1.6%우대 시 3.5%
","""1. 산타클로스의 선물 1 우대 이율 (연 0.1%, 세전)
- 매월 1회 이상 입금하고, 1년 경과 시점에 12회 이상 적립하면 우대이율을 제공
2. 산타클로스의 선물 2 우대 이율(연 0.1%, 세전)  : 신규당시 목표금액을 설정하여 적금 만기시까지 목표금액 이상 적립하면, 우대이율을 제공
- 계약기간을 1년 이상 2년 미만으로 하고, 100만원 이상 목표금액을 설정하여 만기시까지 목표금액 이상 적립하면 연 0.1%(세전) 우대
- 계약기간을 2년 이상 3년 미만으로 하고, 200만원 이상 목표금액을 설정하여 만기시까지 목표금액 이상 적립하면 연 0.1%(세전) 우대
- 계약기간을 3년으로 하고, 300만원 이상 목표금액을 설정하여 만기시까지 목표금액 이상 적립하면  연 0.1%(세전) 우대""
",0,
169,296DEPOSIT,어학연수적금,citi,단리,자유적립,1.0,1만원 ~ 100만원,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1%우대 시 1%24개월기본 1.2%우대 시 1.2%36개월기본 1.4%우대 시 1.4%
",없음,0,
170,297DEPOSIT,정기적금,citi,단리,정기적립,1.0,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1%우대 시 1%12개월기본 1.2%우대 시 1.2%24개월기본 1.4%우대 시 1.4%36개월기본 1.6%우대 시 1.6%
",,0,
171,298DEPOSIT,e-푸른바다자유적금,bnkbs,단리,자유적립,1.3,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.3%우대 시 1.3%12개월기본 1.4%우대 시 1.4%24개월기본 1.5%우대 시 1.5%36개월기본 1.6%우대 시 1.6%
",우대조건 없음,0,
172,299DEPOSIT,BNK가족사랑적금,bnkbs,단리,자유적립,1.3,3만원 ~ 제한없음,24개월 고정,"
개월별 기본금리
24개월기본 1.3%우대 시 1.3%
",,0,
173,29DEPOSIT,우리포츈정기예금,woori,단리,자유적립,1.3,10만원 ~ 제한없음,6개월 ~ 12개월,"
개월별 기본금리
6개월기본 1.3%우대 시 1.3%12개월기본 1.45%우대 시 1.45%
",,0,
174,300DEPOSIT,달콤한 인생 적금,bnkbs,단리,자유적립,1.2,1만원 ~ 제한없음,12개월 고정,"
개월별 기본금리
12개월기본 1.2%우대 시 1.2%
",-자동재예치시: 0.10%,0,
175,301DEPOSIT,아이(i)사랑자유적금,bnkbs,단리,자유적립,1.5,3만원 ~ 500만원,24개월 고정,"
개월별 기본금리
24개월기본 1.5%우대 시 1.5%
",,0,
176,302DEPOSIT,정기적금,bnkbs,단리,정기적립,1.1,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.1%우대 시 1.1%12개월기본 1.3%우대 시 1.3%24개월기본 1.4%우대 시 1.4%36개월기본 1.5%우대 시 1.5%
",,0,
177,303DEPOSIT,정기적금,bnkgn,단리,정기적립,1.2,제한없음 ~ 제한없음,6개월 ~ 60개월,"
개월별 기본금리
6개월기본 1.2%우대 시 1.2%12개월기본 1.5%우대 시 1.5%24개월기본 1.6%우대 시 1.6%36개월기본 1.7%우대 시 1.7%48개월기본 1.7%우대 시 1.7%60개월기본 1.7%우대 시 1.7%
",,0,
178,304DEPOSIT,상호부금,bnkgn,단리,정기적립,1.2,1만원 ~ 제한없음,6개월 ~ 60개월,"
개월별 기본금리
6개월기본 1.2%우대 시 1.2%12개월기본 1.5%우대 시 1.5%24개월기본 1.6%우대 시 1.6%36개월기본 1.7%우대 시 1.7%48개월기본 1.7%우대 시 1.7%60개월기본 1.7%우대 시 1.7%
",,0,
179,305DEPOSIT,신자유부금,bnkgn,단리,자유적립,1.0,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1%우대 시 1%12개월기본 1.3%우대 시 1.3%24개월기본 1.4%우대 시 1.4%36개월기본 1.5%우대 시 1.5%
",,0,
180,306DEPOSIT,KJB 아이사랑 월복리적금,gwangju,단리,자유적립,2.0,제한없음 ~ 제한없음,12개월 ~ 24개월,"
개월별 기본금리
12개월기본 1.3%우대 시 2%24개월기본 1.4%우대 시 2.1%
","형제자매 2명이 당행 거치식, 적립식예금에 가입한 경우: 연 0.1%
형제자매 3명 이상이 당행 거치식, 적립식예금에 가입한 경우: 연 0.2%
동 우대 이율은 중복 적용하지 않으며, 가입일 당일 기준으로 기치식, 적립식예금 가입여부를 판단합니다.",0,
181,307DEPOSIT,KJB파워월복리적금,gwangju,복리,자유적립,1.3,"제한없음 ~ 1,000만원",12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.3%우대 시 1.3%24개월기본 1.4%우대 시 1.4%36개월기본 1.5%우대 시 1.5%
","*최고 우대금리 : 0.7%
1.요구불 평잔 우대 : 0.2%
2. 자녀명의「KJB아이사랑월복리 적금」가입 실적 : 0.1%
3. 신용카드실적우대: 최대 0.2%
4. 급여통장보유: 0.1%
5. 가맹점 결제계좌우대: 0.1%",0,
182,309DEPOSIT,KJB스마트톡톡적금,gwangju,단리,정기적립,1.4,1만원 ~ 100만원,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.4%우대 시 1.4%12개월기본 1.7%우대 시 1.7%24개월기본 1.8%우대 시 1.8%36개월기본 1.9%우대 시 1.9%
",- 스마트뱅킹 1년제 정액적립식 가입 : 0.1%우대,0,
183,310DEPOSIT,광주은행 빛과 온 함께 적금,gwangju,단리,정기적립,100.0,1만원 ~ 제한없음,100개월 ~ 0개월,"
개월별 기본금리

","""1.「가입축하」우대금리 : 연 0.20%p
- 이 예금 가입고객 전체에 지급되는 우대금리임.
- 최초거래고객이란 이 예금 가입일 전일을 기준으로 당행 계좌를 보유하지 않은 고객
3.「만 18세 이하 가입고객」우대금리 : 연 0.20%p
- 만 18세가 되는 해당년도까지의 가입고객만 우대금리 적용이 가능
4.「자동이체 실적」우대금리 : 연 0.20%p
- 이 예금 가입일을 기준으로 전전월 1일부터 전전월 말일까지 자동이체 실적 3건 이상인 경우에 한함.
- 자동이체의 종류는 지로(지방세 포함), CMS, 펌뱅킹, 스쿨뱅킹, 키즈뱅킹, 아파트관리비가 해당되며, 납부자 자동이체(예약이체)는 제외함.
5.「신용(체크)카드 사용」우대금리 : 최고 연 0.20%p
- 신용(체크)카드 사용실적 100만원 이상인 경우: 연 0.10%p
- 신용(체크)카드 사용실적 300만원 이상인 경우: 연 0.20%p
- 신용(체크)카드 사용기간은 이 예금 가입일을 기준으로 전년도 해당월의 초일부터 이 예금 가입일 전월말까지의 사용(매입)금액.
- 신용(체크)카드 사용금액은 개인(기업) 신용카드, 체크카드 사용 (매입)금액의 합산으로 하며, 가족회원의 사용금액도 포함. ""
",0,
184,311DEPOSIT,꿈모아매일적금,gwangju,단리,자유적립,1.2,제한없음 ~ 100만원,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.2%우대 시 1.2%12개월기본 1.5%우대 시 1.5%24개월기본 1.6%우대 시 1.6%36개월기본 1.7%우대 시 1.7%
","*최고 우대금리 : 0.4%
1.「목표설정」우대금리 : 0.1%
2.「우등상」 우대금리 : 0.1%
3.「친구소개」우대금리 : 최대 0.2%",0,
185,312DEPOSIT,새희망적금 (정액적립식),gwangju,단리,정기적립,1.3,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.3%우대 시 1.3%12개월기본 1.6%우대 시 1.6%24개월기본 1.7%우대 시 1.7%36개월기본 1.8%우대 시 1.8%
","""1. 인터넷 뱅킹을 통해 이 예금 신규 가입한 경우 : 연0.2%p
2.  월 입금액이 30만원 이상이며 계약기간 1년 이상인 경우 : 연0.2%p
3. 기초생활수급자, 소년소녀가장, 결혼이민여성, 북한이탈주민, 만 65세 이상의
 차상위계층은 추가 우대이율 제1항 및 제2항의 요건을 배제하고 1인 1계좌에
 한해서 신규시점에 아래의 요건을 모두 충족하는 경우에는 연 4.0%p 우대이율 제공""
",0,
186,313DEPOSIT,새희망적금 (자유적립식),gwangju,단리,자유적립,1.3,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.3%우대 시 1.3%12개월기본 1.6%우대 시 1.6%24개월기본 1.7%우대 시 1.7%36개월기본 1.8%우대 시 1.8%
","""1. 인터넷 뱅킹을 통해 이 예금 신규 가입한 경우 : 연0.2%p
2.  이체거래를 통한 입금액은 입금건별 우대 : 연0.2%p
3. 기초생활수급자, 소년소녀가장, 결혼이민여성, 북한이탈주민, 만 65세 이상의
 차상위계층은 추가 우대이율 제1항 및 제2항의 요건을 배제하고 1인 1계좌에
 한해서 신규시점에 아래의 요건을 모두 충족하는 경우에는 연 4.0%p 우대이율 제공""
",0,
187,314DEPOSIT,스마트모아Dream정기적금,gwangju,단리,자유적립,1.0,"1만원 ~ 1,000만원",6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1%우대 시 1%12개월기본 1.3%우대 시 1.3%24개월기본 1.4%우대 시 1.4%36개월기본 1.5%우대 시 1.5%
",,0,
188,315DEPOSIT,해피라이프_여행스케치적금,gwangju,단리,정기적립,1.0,"5만원 ~ 1,000만원",6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1%우대 시 1%12개월기본 1.3%우대 시 1.3%24개월기본 1.4%우대 시 1.4%36개월기본 1.5%우대 시 1.5%
","* 최고 우대금리 : 0.2%
- 신용(체크)카드 사용 : 최대 0.1%
- 비대면채널 이용우대 : 0.1%",0,
189,317DEPOSIT,플러스다모아적금 (정액적립식),gwangju,단리,정기적립,1.3,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.3%우대 시 1.3%12개월기본 1.6%우대 시 1.6%24개월기본 1.7%우대 시 1.7%36개월기본 1.8%우대 시 1.8%
","""1. 주민등록상 10년 이상 광주ㆍ전남지역에 거주하는 고객 : 연0.10%p
2. 만20세 미만 가입고객 : 연0.10%p
3. 인터넷으로 신규 가입한 고객 : 연0.10%p
4. 신용카드 월 결제액에 따라 금리제공 : 최고 연0.20%p
- 평균 결제액이 10만원 이상시 : 연0.10%p
- 평균 결제액이 50만원 이상시 : 연0.20%p
5. 당행 급여우대통장, 선생님사랑통장, 공무원프리미엄통장, 직장인급여통장에
 가입한 고객 : 최고 연0.10%p
6. 종자돈 마련 축하금리(계약기간 2년 이상 가입고객 대상) : 최고 연0.20%p""
",0,
190,318DEPOSIT,플러스다모아적금 (자유적립식),gwangju,단리,자유적립,1.3,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.3%우대 시 1.3%12개월기본 1.6%우대 시 1.6%24개월기본 1.7%우대 시 1.7%36개월기본 1.8%우대 시 1.8%
","""1. 주민등록상 10년 이상 광주ㆍ전남지역에 거주하는 고객 : 연0.10%p
2. 만20세 미만 가입고객 : 연0.10%p
3. 인터넷으로 신규 가입한 고객 : 연0.10%p
4. 신용카드 월 결제액에 따라 금리제공 : 최고 연0.20%p
- 평균 결제액이 10만원 이상시 : 연0.10%p
- 평균 결제액이 50만원 이상시 : 연0.20%p
5. 당행 급여우대통장, 선생님사랑통장, 공무원프리미엄통장, 직장인급여통장에
 가입한 고객 : 최고 연0.10%p
6. 종자돈 마련 축하금리(계약기간 2년 이상 가입고객 대상) : 최고 연0.20%p""
",0,
191,319DEPOSIT,상호부금 (정기적립식),gwangju,단리,정기적립,1.1,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.1%우대 시 1.1%12개월기본 1.2%우대 시 1.2%24개월기본 1.3%우대 시 1.3%36개월기본 1.4%우대 시 1.4%
",,0,
192,31DEPOSIT,우리드림하이적금,woori,단리,자유적립,4.35,제한없음 ~ 100만원,12개월 고정,"
개월별 기본금리
12개월기본 1.65%우대 시 4.35%
","""▷ 기본우대이율: 최고 연 0.2%p 우대
1. 본인의 봉사활동증명서, 자격증, 헌혈증 제출 시 연 0.1%p 우대
2. 친구와 함께 신규 시 연 0.1%p 우대
3. 이 예금을 인터넷뱅킹 또는 스마트뱅킹으로 가입한 경우 연 0.1%p우대
4. 우리카드사의 체크카드를 보유한 경우 연 0.1%p 우대
▷ 특별 우대이율(마지막 회전기간입금분에만 적용)
-18세(한국나이)까지 희망대학 또는 회사의 1, 2, 3순위를 지정 후 합격 시 해지 직전 마지막 회전기간(1년) 동안의 입금분에 대하여 입금건별로 우대적용
가. 희망대학/회사 1순위에 합격하였을 경우 연 2.5%p
나. 희망대학/회사 2순위에 합격하였을 경우 연 1.0%p
다. 희망대학/회사 3순위에 합격하였을 경우 연 0.5%p""
",0,
193,320DEPOSIT,상호부금 (자유적립식),gwangju,단리,자유적립,1.1,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.1%우대 시 1.1%12개월기본 1.2%우대 시 1.2%24개월기본 1.3%우대 시 1.3%36개월기본 1.4%우대 시 1.4%
",,0,
194,321DEPOSIT,매일모아부금,jeju,단리,자유적립,1.45,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.45%우대 시 1.45%12개월기본 1.55%우대 시 1.55%24개월기본 1.65%우대 시 1.65%36개월기본 1.75%우대 시 1.75%
",,0,
195,322DEPOSIT,상호부금,jeju,단리,정기적립,1.4,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.4%우대 시 1.4%12개월기본 1.5%우대 시 1.5%24개월기본 1.6%우대 시 1.6%36개월기본 1.7%우대 시 1.7%
",,0,
196,323DEPOSIT,다모아 실세자유적금,kdb,단리,자유적립,1.2,1만원 ~ 300만원,6개월 ~ 24개월,"
개월별 기본금리
6개월기본 1.2%우대 시 1.2%12개월기본 1.24%우대 시 1.24%24개월기본 1.33%우대 시 1.33%
",,0,
197,324DEPOSIT,일반 정기적금,kdb,단리,정기적립,1.2,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.2%우대 시 1.2%12개월기본 1.25%우대 시 1.25%24개월기본 1.35%우대 시 1.35%36개월기본 1.45%우대 시 1.45%
",해당없음,0,
198,325DEPOSIT,가계우대정기적금(정액적금),ibk,단리,정기적립,1.4,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.4%우대 시 1.4%12개월기본 1.55%우대 시 1.55%24개월기본 1.6%우대 시 1.6%36개월기본 1.7%우대 시 1.7%
",,0,
199,326DEPOSIT,참!좋은 캐시백적금,ibk,단리,자유적립,10.0,제한없음 ~ 제한없음,12개월 고정,"
개월별 기본금리
12개월기본 10%우대 시 10%
",,0,
200,327DEPOSIT,IBK새잎(Safe)적금,ibk,단리,자유적립,1.5,제한없음 ~ 100만원,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.5%우대 시 1.5%24개월기본 1.55%우대 시 1.55%36개월기본 1.65%우대 시 1.65%
","""① 부모명의 당행 입출식 계좌에서 이 적금으로 자동이체 시 : 연 0.05%p
② 장기거래 우대금리(2년 이상 거래 시) : 연 0.10%p""
",0,
201,328DEPOSIT,IBK I Love Korea (적립식),ibk,단리,자유적립,1.45,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.45%우대 시 1.45%24개월기본 1.5%우대 시 1.5%36개월기본 1.6%우대 시 1.6%
",,0,
202,329DEPOSIT,IBK미소드림적금,ibk,단리,자유적립,3.6,1만원 ~ 10만원,12개월 ~ 60개월,"
개월별 기본금리
12개월기본 3.6%우대 시 3.6%24개월기본 3.8%우대 시 3.8%36개월기본 4%우대 시 4%48개월기본 4%우대 시 4%60개월기본 4%우대 시 4%
",,0,
203,32DEPOSIT,우리톡톡미즈적금,woori,복리,자유적립,1.95,제한없음 ~ 100만원,12개월 고정,"
개월별 기본금리
12개월기본 1.75%우대 시 1.95%
","""- 아래 항목에 해당하는 경우 최고 연 0.2%p 우대
1. 회전기간 중 예금주 본인이 산모수첩 제시할 경우 다음 회전기간(1년) 동안 연 0.1%p
 ※ 신규 시 최대 0.2%p 우대이자율 모두 받은 경우 산모수첩을 제시하더라도 추가 우대이자율 적용되지 않음
2. 신규 시 우리티아라카드 또는 우리아이사랑카드(신용카드)를 보유한 경우 연 0.1%p
3. 신규 시 우리은행 주택청약종합저축을 보유한 경우 연 0.1%p
4. 인터넷뱅킹 또는 스마트뱅킹으로 신규한 경우 연 0.1%p
- 특별우대이자율 :  이 예금의 신규 후 예금주 본인이 출산한 경우, 이 예금의 만기해지 시에
 특별우대이자율 연 0.1%p 제공 ""
",0,
